Raf	Mek	Plcg	PIP2	PIP3	Erk	Akt	PKA	PKC	P38	Jnk
1.555	1.547	1.364	1.980	1.512	0.493	1.875	2.461	0.535	1.403	0.949
2.688	2.836	1.114	1.265	0.672	0.699	2.083	2.593	1.250	1.621	1.236
2.679	2.859	1.265	1.328	0.000	1.093	1.961	3.398	0.238	1.598	1.097
3.434	3.590	1.143	1.976	1.602	0.253	2.290	2.617	0.973	1.621	1.391
1.894	2.312	1.301	1.265	1.230	0.061	1.352	1.844	0.009	1.640	0.894
2.602	2.738	1.130	1.746	1.179	0.438	1.493	2.167	1.111	1.766	1.516
2.715	2.863	1.121	1.812	1.375	0.816	1.480	3.230	1.391	1.684	1.130
2.352	2.484	1.528	1.766	1.489	0.863	1.754	3.238	0.394	0.973	0.949
2.286	2.427	1.246	1.945	1.809	0.000	1.090	2.161	0.029	1.167	0.328
2.332	2.484	0.613	0.672	1.025	0.324	1.281	1.617	0.547	1.582	0.781
1.699	1.664	1.316	1.053	1.250	0.000	1.750	2.403	0.394	1.734	1.076
1.668	1.973	1.009	0.914	1.484	1.468	1.906	2.980	0.493	1.243	0.367
3.152	3.285	1.155	2.076	1.660	0.344	1.996	2.332	0.000	0.980	0.910
1.610	1.836	1.276	1.477	1.348	0.422	1.045	1.965	0.375	1.746	1.215
1.441	1.029	1.230	1.243	0.942	0.000	1.496	1.731	0.367	1.636	0.605
3.309	3.445	1.375	1.543	1.336	1.093	2.029	2.945	0.422	1.446	0.301
2.656	2.820	2.134	2.382	1.688	0.418	1.727	2.238	0.750	1.699	2.161
2.562	2.809	1.167	2.090	1.246	0.093	1.598	2.061	1.364	1.973	1.688
1.621	1.453	1.348	1.410	0.090	0.196	1.610	2.290	1.585	2.009	1.723
2.286	2.489	1.167	1.664	1.328	0.375	1.207	1.797	1.297	1.644	1.262
3.027	3.184	2.068	2.449	1.973	0.500	1.352	2.041	1.660	1.871	1.324
2.328	2.489	1.185	1.723	1.520	0.000	1.290	2.179	0.914	1.742	1.493
2.286	2.461	1.320	1.848	1.582	0.898	1.832	2.468	1.049	1.602	1.352
2.328	2.493	0.636	2.292	1.914	0.539	1.550	2.093	0.076	1.100	0.305
2.531	2.699	1.394	1.930	1.593	0.371	1.398	1.204	0.969	1.703	1.387
3.055	3.199	0.000	0.996	1.196	0.134	1.632	1.985	0.344	1.301	1.746
2.121	2.297	0.484	1.356	1.754	0.360	1.859	2.332	1.364	1.906	1.625
2.025	2.236	1.134	1.695	1.610	0.648	2.164	2.593	0.894	1.723	1.535
1.762	1.859	1.427	1.738	1.640	0.805	1.547	2.394	0.992	1.489	1.025
2.980	3.141	1.223	1.320	1.140	1.041	1.695	3.188	0.238	1.613	1.013
2.777	2.953	1.310	1.155	0.446	0.185	1.484	2.134	0.072	1.547	0.820
2.364	2.547	1.301	2.025	1.531	0.093	1.574	1.969	0.672	1.453	2.025
2.844	3.043	1.340	1.332	0.703	0.480	2.140	2.555	1.664	1.969	1.473
3.000	3.180	1.225	2.025	1.382	0.836	1.801	2.433	0.613	1.367	1.246
2.274	2.465	1.057	1.969	1.149	0.000	1.585	2.111	0.017	1.246	0.906
1.750	1.754	1.076	2.079	1.496	0.000	1.758	2.212	0.531	1.143	1.111
2.215	2.328	1.199	2.742	1.820	0.000	1.410	1.957	0.727	1.890	2.243
3.004	3.152	1.324	1.427	1.727	0.812	1.828	2.539	0.000	1.500	0.253
2.664	2.894	1.305	1.382	0.871	0.041	1.305	1.942	0.215	1.281	0.403
2.473	2.640	0.886	1.265	1.246	1.375	1.890	2.988	0.000	1.652	1.104
2.215	2.430	1.777	1.828	1.364	0.000	2.072	2.348	0.000	0.942	0.179
2.812	3.012	1.230	1.676	1.243	0.000	1.754	2.164	1.310	1.672	0.992
2.114	2.265	1.215	1.664	1.375	0.190	1.777	1.953	0.000	1.566	1.152
2.292	2.456	1.045	1.230	0.699	1.356	1.926	3.363	0.446	1.004	0.867
2.364	2.512	1.140	1.715	1.348	0.438	1.715	2.111	0.493	1.371	0.820
1.378	1.512	1.188	0.605	1.367	0.711	1.695	3.273	0.555	1.758	0.832
2.114	2.281	1.629	2.418	1.973	0.000	2.041	2.468	0.155	1.465	0.863
2.086	1.816	1.217	1.243	0.976	0.124	2.072	2.453	0.140	1.571	0.910
2.403	2.571	1.253	1.512	1.504	0.844	1.812	2.391	0.152	1.598	2.068
2.500	2.648	1.207	1.356	1.613	0.660	1.550	2.328	0.072	1.378	0.734
1.441	1.734	1.427	1.851	1.543	0.130	1.906	2.356	1.695	1.926	1.559
3.051	3.191	1.114	1.922	1.617	0.000	1.727	1.976	0.632	1.535	1.173
2.223	2.407	1.164	1.769	0.723	0.324	1.898	2.375	0.000	1.167	1.164
2.185	2.394	1.441	1.348	1.155	0.625	1.520	2.903	0.000	1.613	0.988
2.336	2.281	1.688	1.750	1.274	1.246	2.230	2.996	0.000	1.427	1.029
2.382	2.504	1.072	2.090	1.644	0.890	1.676	3.125	0.477	1.719	1.320
2.636	2.769	1.190	1.161	1.121	0.636	1.246	1.851	0.456	1.348	0.539
3.106	3.258	1.179	1.281	1.152	1.217	2.083	3.043	0.176	1.738	1.041
1.933	2.093	1.215	1.731	1.422	0.762	1.985	2.441	0.621	1.253	1.840
1.477	1.621	1.086	1.258	1.265	0.000	1.625	2.375	0.243	1.535	0.699
2.356	2.500	1.407	1.750	1.496	0.438	1.316	1.789	1.265	1.793	1.410
1.809	1.898	1.324	1.524	0.754	0.371	1.676	1.851	0.695	1.250	0.961
2.969	3.117	1.097	1.375	0.114	0.707	1.648	1.930	0.215	1.155	1.017
2.668	2.890	1.217	1.274	1.025	0.033	1.809	2.212	1.215	1.715	1.480
3.016	3.152	1.316	1.097	1.281	0.000	1.832	2.155	0.407	1.049	0.883
1.933	2.029	1.161	1.547	0.942	0.134	1.246	1.699	0.555	1.590	0.407
2.672	2.848	1.236	1.336	0.750	0.000	1.582	1.738	0.484	1.394	1.253
2.828	2.973	1.382	1.394	0.316	0.879	2.049	3.176	0.605	1.348	0.848
1.918	2.013	1.243	1.292	1.041	0.832	1.727	3.332	1.453	1.824	2.013
1.926	2.152	0.985	2.152	0.922	0.161	2.100	2.547	0.562	1.465	2.045
2.477	2.648	1.265	1.223	1.100	1.413	2.199	3.234	1.246	1.711	1.312
2.188	2.276	0.738	1.422	1.320	1.093	2.037	3.156	0.332	1.731	1.041
2.926	3.094	1.679	1.980	1.057	0.137	1.922	2.430	0.185	1.579	0.848
2.489	2.738	1.196	1.754	1.477	0.320	1.484	2.223	0.000	1.117	0.274
2.161	2.215	1.196	2.286	1.045	0.613	1.961	2.590	1.072	1.543	1.114
2.258	2.433	0.598	1.230	1.413	0.236	2.041	2.418	0.000	1.430	0.703
3.254	3.379	1.238	1.711	1.500	0.037	1.418	2.093	0.836	1.555	0.559
1.824	1.945	1.246	1.433	1.286	0.057	1.243	1.910	0.528	1.328	0.996
2.382	2.574	1.276	1.243	0.805	0.017	2.037	2.336	1.076	1.504	0.942
3.098	3.246	1.140	1.820	1.190	0.590	2.217	2.758	0.427	1.566	0.789
2.117	2.328	1.427	2.688	1.938	0.512	1.688	2.167	1.152	1.762	1.914
1.723	1.863	1.049	1.953	1.188	0.000	1.316	1.890	0.176	0.805	0.875
3.184	3.348	1.477	1.723	1.848	1.270	1.664	3.070	1.336	1.859	1.625
2.961	3.113	1.045	1.668	1.037	0.617	1.590	2.173	0.246	1.489	0.793
1.793	1.856	1.111	1.930	1.422	0.265	1.636	1.785	0.207	1.473	1.137
2.438	2.629	0.969	1.286	1.049	0.000	1.236	1.652	0.602	1.430	1.215
1.590	1.562	1.320	1.571	1.167	0.489	1.883	2.413	0.879	1.731	0.988
1.766	1.942	1.196	1.985	1.292	1.348	2.161	2.980	0.215	1.427	1.204
2.204	2.410	1.190	1.809	1.477	0.836	1.668	3.371	0.188	1.543	1.086
2.356	2.461	0.914	2.238	1.403	0.910	2.190	2.652	0.104	1.652	1.246
1.801	1.949	1.310	1.371	1.863	0.155	1.605	2.223	0.000	1.328	0.812
2.196	2.364	1.274	1.196	1.176	1.407	1.988	2.879	0.484	1.000	0.894
1.512	1.886	1.029	1.398	1.297	0.000	1.371	1.973	0.000	1.453	0.801
2.320	2.524	1.332	1.076	0.863	0.188	1.715	2.215	1.489	2.061	1.754
2.738	2.957	1.430	2.504	1.707	0.093	2.093	2.531	0.996	1.531	1.305
2.199	2.310	0.903	1.378	1.121	0.250	1.621	2.238	0.480	1.387	0.742
2.364	2.430	1.394	1.356	1.617	0.161	1.072	1.894	0.914	1.516	0.961
2.140	2.286	1.236	1.836	1.465	1.418	2.356	3.332	0.477	1.236	0.719
3.098	3.250	1.590	1.719	1.324	0.602	1.394	2.137	0.378	1.539	1.013
2.969	3.145	1.625	2.124	2.496	0.072	2.086	2.262	0.017	1.512	0.500
2.114	2.297	1.217	1.033	1.360	0.438	1.489	1.961	1.033	1.512	0.766
2.013	2.246	1.468	1.824	1.894	0.223	1.312	1.824	0.176	1.688	0.699
1.894	1.976	0.965	1.398	1.629	0.632	1.809	2.320	0.000	1.292	0.734
2.364	2.508	1.149	1.336	1.152	0.000	1.824	1.797	1.179	1.777	1.161
2.801	2.926	1.398	1.945	1.777	1.079	1.742	3.242	0.000	1.789	1.134
2.324	2.456	1.286	1.438	0.418	0.000	1.528	2.164	0.179	1.684	1.097
3.090	3.266	1.086	1.176	1.199	0.000	1.375	2.100	0.258	1.332	0.793
1.949	2.164	1.079	1.484	0.832	0.000	1.766	2.348	0.676	1.185	0.886
2.290	2.430	1.387	2.114	1.688	0.000	1.816	2.164	1.468	1.973	1.579
1.742	1.508	0.292	2.477	1.489	0.711	1.961	2.898	1.025	1.504	1.262
3.058	3.207	1.021	2.161	1.104	1.305	1.789	3.090	0.555	1.493	0.930
2.270	2.480	0.000	2.433	1.212	0.844	1.648	2.652	0.196	1.246	0.785
3.023	3.211	1.013	1.550	1.812	0.664	1.468	1.465	0.079	1.512	0.664
2.684	2.867	1.137	1.742	1.340	0.410	1.961	2.465	0.000	1.489	1.179
1.723	1.938	0.863	1.441	1.632	0.453	1.664	2.017	0.057	1.316	0.617
1.980	2.137	1.340	1.574	1.117	0.188	1.617	2.090	0.079	1.204	0.953
2.324	2.508	1.629	1.656	1.134	1.025	1.930	2.610	0.000	1.652	0.812
2.480	2.640	1.104	1.593	1.253	0.000	1.727	2.225	0.559	1.707	1.903
3.106	3.266	1.290	2.185	1.367	0.000	1.898	2.433	0.000	1.410	0.738
2.727	2.910	0.774	1.093	1.312	0.000	1.508	1.816	0.176	1.310	0.367
2.973	3.156	1.512	1.407	1.571	0.468	1.456	1.992	0.199	1.348	1.883
1.832	1.973	1.473	1.215	0.461	0.441	1.742	2.199	0.695	1.711	0.933
2.250	2.453	1.292	1.684	1.258	0.579	1.648	3.113	1.598	1.797	1.461
3.176	3.320	1.418	1.723	2.025	0.535	2.124	2.520	0.585	1.484	1.212
2.352	2.539	1.371	1.731	1.926	1.290	1.933	3.164	0.378	1.398	0.828
2.489	2.656	1.310	1.190	0.000	0.684	1.918	2.562	0.562	1.188	1.236
2.243	2.422	1.100	1.236	1.265	0.344	1.598	2.938	0.000	1.496	0.000
2.297	2.422	0.531	1.605	0.766	0.079	1.605	2.149	0.559	1.579	1.137
1.906	2.021	1.413	1.196	1.403	0.660	2.068	2.367	1.217	1.613	1.262
1.816	1.863	1.367	1.508	1.204	0.456	1.797	2.068	0.000	1.418	0.903
1.652	1.871	1.387	1.090	1.468	0.582	2.250	2.547	0.598	1.134	0.903
2.310	2.579	1.328	1.679	1.945	1.344	2.079	3.188	1.029	1.574	1.262
2.348	2.562	1.033	1.500	1.547	0.238	1.571	2.155	0.621	1.199	0.274
1.942	2.223	1.407	2.579	1.824	0.000	1.660	1.762	1.520	1.762	1.636
2.679	2.886	1.188	1.933	1.344	0.167	1.926	2.516	0.033	1.344	0.695
1.769	2.097	0.879	2.292	1.438	0.449	1.236	1.992	0.629	1.312	1.173
2.167	2.246	1.049	1.543	1.566	0.793	1.734	3.164	1.212	1.746	1.508
1.742	1.766	1.262	1.320	0.953	0.433	1.453	2.033	0.375	1.473	0.199
2.364	2.535	1.212	1.774	1.312	0.473	1.477	2.093	0.427	1.360	0.582
2.508	2.679	1.134	1.196	0.660	0.000	1.413	1.820	0.000	1.456	1.000
2.382	2.516	1.121	1.976	1.410	0.407	1.378	2.185	0.427	0.996	0.562
2.250	2.410	0.762	1.111	1.484	1.152	1.906	3.281	0.777	1.625	1.025
2.585	2.762	0.910	2.190	1.660	0.579	2.124	2.617	0.555	1.387	0.625
2.477	2.629	1.324	1.312	1.083	0.571	1.785	2.438	0.114	1.382	0.883
2.104	2.236	1.253	1.754	1.320	0.886	1.566	3.008	0.000	1.422	1.009
2.143	2.356	1.009	1.382	1.360	0.320	2.083	2.528	0.352	1.493	0.707
2.387	2.508	1.167	1.079	0.582	0.246	1.738	2.072	0.652	1.769	1.480
3.086	3.254	0.403	2.582	1.516	0.461	1.656	2.161	0.316	1.516	0.953
2.286	2.493	1.013	1.461	1.886	1.629	2.528	3.457	0.053	1.496	0.774
2.750	2.957	1.190	1.262	1.083	0.076	1.547	1.930	0.851	1.585	1.230
1.754	1.676	1.134	2.149	1.668	0.246	1.648	2.207	0.276	1.535	1.093
2.196	2.348	1.356	2.336	1.856	0.199	1.774	2.057	0.086	1.286	1.021
2.621	2.762	1.223	1.512	0.746	1.083	2.238	3.223	0.961	1.809	0.851
1.238	1.456	1.057	1.746	1.320	0.238	1.688	2.418	0.489	1.301	0.656
3.156	3.301	1.413	1.364	1.114	0.691	1.886	3.188	0.000	1.356	0.918
2.004	2.223	1.664	2.496	1.820	1.836	2.777	3.777	0.832	1.398	0.738
2.403	2.539	1.114	2.068	1.562	1.137	1.727	2.477	1.535	1.883	1.427
2.640	2.801	1.508	1.727	1.185	0.398	1.516	2.418	1.000	1.496	1.100
1.754	1.660	1.173	2.090	1.719	0.398	1.679	2.230	0.340	1.332	0.762
2.715	2.883	1.140	1.727	1.461	0.045	1.684	1.926	1.100	1.746	1.496
2.137	2.403	0.644	1.137	1.137	0.844	0.691	2.512	0.430	1.053	1.173
2.465	2.625	1.124	1.403	0.727	0.000	2.246	2.477	0.555	1.468	1.930
1.805	1.851	1.104	1.196	0.000	0.000	1.644	1.707	0.610	1.605	2.083
2.555	2.734	1.418	1.684	0.906	0.617	1.711	3.188	0.076	1.500	0.871
3.348	3.508	1.217	1.236	1.086	0.004	1.610	1.965	0.473	1.742	0.856
2.867	3.035	1.253	1.625	1.179	0.134	1.754	2.236	0.281	1.360	1.985
2.356	2.524	1.378	1.805	1.238	1.167	1.812	3.191	0.617	1.571	2.090
2.215	2.387	1.143	1.164	0.000	0.262	1.856	2.176	0.441	1.430	0.711
2.364	2.539	1.230	1.660	1.190	0.212	1.512	2.072	1.230	1.918	1.375
1.602	1.715	1.246	2.215	1.754	0.155	1.750	2.086	0.539	1.453	0.668
2.297	2.468	1.352	0.953	1.009	0.356	1.996	2.980	0.398	1.407	1.090
2.149	2.344	1.130	1.812	1.504	0.461	1.906	2.286	0.161	1.398	1.033
3.117	3.262	1.270	2.009	1.367	0.320	1.531	2.137	0.336	1.340	0.957
2.225	2.430	1.025	2.207	1.286	0.297	1.691	2.250	0.097	1.083	0.734
1.695	1.664	1.057	1.176	0.699	1.258	2.243	3.078	0.000	1.310	1.000
2.364	2.504	1.061	2.167	1.427	1.547	2.167	3.465	0.332	1.566	0.910
2.253	2.407	1.276	1.310	0.973	0.111	1.640	1.648	0.754	1.629	2.009
2.025	2.134	1.196	1.083	1.382	0.468	2.250	2.688	0.543	1.516	1.938
2.746	2.926	1.134	1.942	1.550	0.000	1.812	1.914	0.000	0.976	0.679
1.976	2.137	1.367	0.965	1.602	0.602	1.344	2.613	0.029	1.707	1.250
3.340	3.484	1.621	1.679	1.290	0.212	1.230	1.840	0.000	1.258	0.590
2.516	2.605	0.910	1.320	1.243	0.000	1.258	1.914	0.033	1.332	1.114
2.531	2.785	1.155	1.574	1.076	0.938	2.093	3.148	0.000	1.246	0.610
2.004	2.477	1.356	1.114	1.037	0.155	1.188	1.797	0.465	1.281	1.215
2.204	2.360	1.199	1.688	0.684	0.000	1.746	2.253	1.336	1.723	1.312
2.605	2.793	1.079	1.199	0.320	1.391	2.711	3.309	0.382	1.461	0.456
2.461	2.382	0.856	2.173	0.848	0.456	1.664	2.344	0.617	1.407	2.041
2.707	2.903	1.449	1.496	1.320	1.407	2.143	3.379	0.004	1.336	0.926
2.820	2.996	1.734	2.004	1.301	0.493	1.535	2.262	0.566	1.364	0.942
2.762	2.973	1.199	1.610	0.953	1.013	2.097	3.195	0.083	1.528	1.041
1.777	1.820	1.610	2.230	1.621	0.000	1.539	2.188	0.613	1.582	1.090
2.403	2.555	1.190	1.316	1.535	0.605	1.969	2.427	0.000	1.524	0.867
2.387	2.559	1.199	1.441	0.695	1.906	2.360	3.437	1.364	1.668	1.433
2.727	2.926	1.009	2.167	1.504	0.632	1.926	2.297	0.398	1.312	0.734
2.310	2.489	1.356	1.528	1.149	1.427	1.985	2.945	0.875	1.493	1.045
2.391	2.625	1.207	1.149	0.310	0.695	1.691	2.305	0.250	1.688	0.777
3.227	3.379	1.236	2.041	1.531	0.243	1.746	2.137	0.320	1.602	0.938
3.176	3.348	1.130	2.104	1.290	0.041	1.072	1.856	0.394	1.312	0.173
1.812	1.996	1.543	1.636	1.844	0.754	2.140	2.613	0.664	1.104	0.215
2.418	2.602	1.152	2.086	0.212	0.117	1.894	2.281	0.000	1.320	0.992
1.938	1.871	0.926	2.134	1.212	1.382	1.859	3.012	0.000	1.418	0.723
2.832	2.992	0.973	2.117	0.918	0.980	1.863	2.407	0.535	1.559	0.403
3.160	3.320	1.427	1.571	0.976	0.367	1.898	2.324	1.155	1.632	1.477
2.758	2.945	1.093	1.061	0.602	0.965	1.816	2.461	0.104	1.173	0.871
2.942	3.113	1.176	1.017	1.217	0.061	1.188	1.938	0.387	1.602	1.130
2.875	3.058	1.100	1.161	1.057	1.093	1.676	2.973	1.041	1.316	0.938
1.781	1.988	0.969	0.391	1.212	0.167	1.382	1.903	0.000	1.246	0.922
2.516	2.668	1.167	1.598	1.695	0.820	1.781	2.217	0.364	1.684	1.190
1.632	1.593	1.164	1.310	1.207	0.000	1.387	1.672	0.000	1.348	0.875
2.676	2.903	1.215	1.301	1.407	1.121	1.750	3.133	0.207	1.579	0.906
2.292	2.427	1.632	1.816	2.017	1.049	1.777	2.625	0.253	1.566	1.167
2.079	2.185	1.037	1.140	1.025	0.000	1.684	1.828	0.164	1.789	1.281
2.356	2.531	1.009	1.344	0.562	0.000	1.520	1.504	0.292	1.391	0.785
2.531	2.695	1.356	1.413	1.879	0.164	1.562	2.328	0.316	1.292	0.223
2.562	2.734	0.555	1.328	1.535	1.033	2.100	2.648	0.090	1.340	0.945
2.613	2.750	1.238	1.332	1.111	0.000	1.840	2.173	0.190	1.356	1.021
1.742	1.930	0.781	1.305	0.699	0.292	1.832	2.100	0.668	1.352	0.914
2.167	2.371	0.820	1.348	1.672	0.316	1.676	2.179	0.079	1.100	0.676
2.190	2.356	1.531	1.695	0.863	0.438	1.559	2.167	0.394	1.391	0.422
2.453	2.602	1.290	1.504	0.555	0.029	1.793	2.281	0.000	1.083	1.196
3.359	3.535	1.547	1.629	1.276	0.155	1.484	3.039	0.364	1.477	0.828
2.550	2.719	1.149	1.413	1.217	0.320	1.973	2.468	0.754	1.480	0.789
2.029	1.957	0.980	1.809	1.484	0.000	1.769	2.238	0.378	1.164	0.684
2.143	2.217	1.164	1.336	1.041	0.137	1.832	2.137	0.000	1.149	0.312
2.117	2.265	1.025	1.033	0.212	0.446	1.531	2.045	0.367	1.230	0.391
1.910	2.143	1.328	1.320	0.922	0.000	1.100	1.699	0.049	1.656	1.111
2.364	2.528	1.699	1.816	1.562	0.000	1.805	1.816	0.656	1.090	0.695
1.695	1.738	1.433	2.528	1.582	0.691	1.679	3.012	0.305	1.086	0.914
2.719	2.918	1.121	1.867	1.188	0.000	2.076	2.446	0.079	1.579	0.828
2.225	2.387	1.301	1.250	1.336	0.215	2.013	2.394	0.000	1.441	0.945
2.903	3.074	1.286	1.199	1.238	0.000	1.352	1.668	0.000	1.223	0.403
2.543	2.644	1.699	2.516	1.898	0.305	1.449	1.766	0.000	1.190	0.610
1.988	1.980	0.562	0.453	3.066	0.875	2.204	2.632	0.456	1.640	0.875
2.336	2.605	1.328	1.176	1.340	0.980	1.742	3.164	0.660	1.602	1.140
2.816	2.976	1.217	1.378	1.387	0.000	1.684	2.215	0.356	1.025	0.387
1.856	2.061	1.398	1.566	1.021	0.489	1.856	2.413	0.000	1.190	0.886
2.328	2.493	0.903	1.598	1.695	0.579	2.312	2.668	0.167	1.356	0.000
2.398	2.571	1.297	2.394	1.903	0.679	2.179	2.516	0.433	0.980	1.000
2.942	3.125	1.418	1.489	0.859	0.000	1.453	1.664	0.173	1.246	0.851
2.524	2.715	0.945	1.301	1.574	0.723	2.155	2.598	0.493	1.207	0.566
2.270	2.371	1.407	1.785	1.360	0.945	2.100	3.184	1.100	1.672	1.387
1.945	1.961	1.149	1.124	0.949	0.953	1.988	3.008	0.000	1.265	0.262
2.879	3.051	1.253	1.130	0.672	0.632	1.465	2.121	0.734	1.652	1.124
2.204	2.407	1.566	1.922	1.394	0.613	1.489	2.281	0.344	1.438	0.890
2.652	2.832	1.137	1.134	0.903	0.961	1.930	3.320	0.410	1.731	0.816
1.610	1.524	1.076	1.140	1.430	0.041	1.942	2.292	0.613	1.391	0.629
1.410	2.053	0.992	1.305	1.528	0.613	2.053	2.585	1.262	1.754	1.828
2.391	2.531	1.276	1.391	1.033	0.582	1.520	2.021	1.555	1.953	1.613
1.625	1.863	1.286	1.750	1.703	0.750	1.832	3.250	0.000	1.320	0.636
2.021	2.143	1.480	1.582	1.225	0.427	1.926	2.418	0.000	1.134	0.441
2.742	2.938	1.364	1.617	1.130	0.000	1.672	1.976	0.367	1.691	1.079
2.985	3.164	1.076	1.375	1.274	1.430	1.973	3.106	0.340	1.555	0.867
2.562	2.742	1.336	1.621	1.480	0.427	1.009	2.000	0.121	1.524	1.013
2.348	2.496	1.188	1.886	1.468	0.562	1.848	3.246	0.188	1.243	0.731
1.801	2.041	1.610	2.535	1.894	0.000	1.930	2.407	0.531	1.574	1.559
3.066	3.238	1.489	1.625	1.356	0.660	1.535	2.320	0.531	1.316	0.566
2.117	2.243	1.049	1.246	0.859	0.000	1.516	1.593	0.161	1.516	1.176
2.387	2.535	1.801	2.204	1.574	0.068	1.875	2.276	0.000	1.190	0.863
1.100	1.413	1.137	1.664	1.484	0.656	2.079	2.555	1.190	1.797	1.427
2.816	3.012	1.520	1.484	1.152	1.262	1.738	3.176	0.480	1.029	0.121
2.403	2.531	1.602	2.644	2.025	0.000	2.167	2.543	0.312	1.387	0.695
1.856	2.057	0.217	0.468	1.344	0.566	1.898	2.250	0.305	0.851	0.699
3.074	3.246	1.550	1.632	1.684	0.378	1.863	2.403	0.000	1.504	1.100
2.057	2.292	1.029	1.348	1.571	0.875	1.555	2.427	0.433	1.781	1.375
2.723	2.894	1.021	1.422	1.332	0.000	1.453	1.914	1.265	1.585	1.021
2.480	2.648	0.883	0.797	0.648	1.000	1.723	3.133	0.111	1.524	0.914
1.715	1.801	1.270	1.613	1.449	1.394	1.805	2.961	0.938	1.531	1.100
2.640	2.793	1.593	1.785	0.898	0.000	1.723	1.715	0.297	1.143	0.797
1.652	1.769	1.230	2.061	1.605	0.468	2.079	2.480	1.013	1.590	0.856
1.903	1.856	1.199	1.785	1.438	0.243	1.328	2.041	0.364	1.223	0.324
1.973	2.161	1.072	2.613	1.797	0.695	1.961	2.348	1.520	1.903	1.320
2.489	2.656	1.449	2.164	1.625	0.484	1.785	2.188	0.086	1.328	0.621
2.356	2.652	1.382	1.976	1.555	1.324	1.832	3.445	0.398	1.571	0.679
2.100	2.188	1.524	1.625	0.992	1.378	2.086	3.160	0.433	1.130	0.738
1.856	1.976	1.167	1.731	1.117	0.449	1.988	2.500	0.328	1.371	0.969
1.598	1.746	0.980	2.394	1.449	1.083	2.124	3.133	0.230	1.727	1.100
2.871	3.055	1.161	2.427	1.883	0.017	1.382	2.029	0.894	1.691	2.053
2.017	2.143	1.090	1.605	1.190	0.000	1.250	2.029	0.000	1.691	0.820
2.980	3.152	1.025	1.312	1.083	0.539	1.640	2.305	0.152	1.789	1.217
2.360	2.468	1.033	1.550	1.473	0.836	1.391	1.828	0.114	1.473	0.890
2.656	2.758	1.090	2.111	1.644	0.903	2.155	2.644	0.758	1.664	1.161
2.550	2.703	0.953	2.215	1.276	0.262	2.243	2.715	0.161	1.083	1.068
2.738	2.914	1.124	1.382	1.270	0.625	1.664	2.276	1.188	1.652	1.378
2.185	2.364	1.137	1.316	1.500	0.352	1.883	2.438	0.053	1.290	0.531
2.250	2.461	0.910	2.364	1.500	1.301	1.809	2.985	0.013	1.375	0.812
2.253	2.310	1.013	2.130	1.179	1.715	2.441	3.477	1.161	1.613	0.914
2.648	2.824	1.320	1.367	1.378	0.364	1.422	1.727	0.391	1.093	0.816
2.965	3.141	1.124	1.238	0.926	0.524	1.703	2.204	0.000	1.777	0.734
1.143	1.262	1.215	1.320	0.844	0.013	1.371	1.684	0.215	1.413	0.562
2.480	2.648	1.270	1.477	1.832	0.613	1.613	2.270	0.029	1.590	1.086
3.031	3.188	1.134	2.041	1.340	1.079	2.076	3.660	0.000	0.856	0.057
2.286	2.134	0.996	2.297	1.547	0.555	1.672	2.310	0.413	1.528	0.750
2.223	2.324	1.033	2.017	1.500	1.579	2.086	3.551	0.453	1.562	0.801
2.441	2.636	1.061	1.225	0.933	0.130	1.430	2.093	0.000	1.461	2.079
2.418	2.562	1.086	1.477	1.571	1.942	2.348	3.535	0.000	1.230	0.832
2.438	2.574	0.100	2.508	1.602	0.000	1.378	1.933	0.449	1.000	0.617
2.555	2.734	1.364	1.910	1.403	0.000	1.656	2.117	0.715	1.750	1.957
2.582	2.769	1.344	1.441	0.758	1.025	2.076	3.207	0.000	1.516	0.632
3.117	3.293	1.161	2.013	1.613	0.965	1.648	2.988	0.820	1.250	1.715
1.886	1.976	1.041	1.223	1.516	0.000	1.598	1.781	0.033	1.489	0.910
2.276	2.453	1.225	1.769	1.413	1.265	1.840	3.058	0.000	1.292	0.867
2.789	2.985	1.320	1.057	1.000	0.000	1.480	1.473	0.217	1.493	0.000
2.621	2.805	1.602	1.691	1.707	0.703	2.207	2.719	0.000	1.041	0.041
2.352	2.531	1.021	1.297	1.789	0.000	1.933	2.137	0.068	1.430	0.832
2.258	2.433	1.140	0.980	1.305	1.204	2.310	3.652	0.398	1.496	1.832
1.801	1.903	1.356	1.922	1.629	0.985	1.969	3.242	0.114	1.493	0.871
2.590	2.629	1.566	2.076	1.364	0.000	1.566	1.942	1.079	1.640	1.320
2.660	2.836	0.816	1.543	1.410	0.090	2.033	2.348	0.000	1.407	1.910
1.593	1.636	1.859	2.167	1.328	1.391	2.049	2.734	0.407	0.988	0.992
2.320	2.493	0.832	1.695	1.286	1.217	2.250	2.281	0.574	1.493	1.336
2.824	3.000	1.152	1.204	1.025	0.449	1.352	1.738	0.000	1.433	1.111
1.512	1.640	1.053	2.083	1.250	1.382	2.140	3.598	0.382	1.223	0.793
1.848	2.033	1.305	1.290	1.312	1.212	1.738	2.976	0.000	1.196	0.520
2.262	2.433	0.789	2.332	1.281	0.000	1.344	0.562	1.427	1.844	1.965
2.688	2.859	1.029	1.605	1.484	0.000	1.949	2.212	0.029	1.559	1.021
3.199	3.363	1.660	1.688	1.072	0.375	1.890	2.413	0.867	1.610	0.703
1.691	2.013	1.328	1.188	0.723	1.430	1.879	3.027	0.636	1.652	0.903
